,artist.familiarity,artist.hotttnesss,artist.id,artist.latitude,artist.location,artist.longitude,artist.name,artist.similar,artist.terms,artist.terms_freq,release.id,release.name,song.artist_mbtags,song.artist_mbtags_count,song.bars_confidence,song.bars_start,song.beats_confidence,song.beats_start,song.duration,song.end_of_fade_in,song.hotttnesss,song.id,song.key,song.key_confidence,song.loudness,song.mode,song.mode_confidence,song.start_of_fade_out,song.tatums_confidence,song.tatums_start,song.tempo,song.time_signature,song.time_signature_confidence,song.title,song.year
0,0.581793766,0.40199754299999996,ARD7TVE1187B99BFB1,0.0,0,0.0,Casual,0.0,hip hop,1.0,300848,0,0.0,0.0,0.643,0.58521,0.8340000000000001,0.58521,218.93178999999998,0.247,0.60211999,SOMZWCG12A8C13C480,1.0,0.736,-11.197000000000001,0,0.636,218.93200000000002,0.779,0.28519,92.198,4.0,0.778,0,0
1,0.630630038,0.417499645,ARMJAGH1187FB546F3,35.14968,0,-90.04892,The Box Tops,0.0,blue-eyed soul,1.0,300822,0,0.0,1.0,0.006999999999999999,0.71054,1.0,0.20626999999999998,148.03546,0.14800000000000002,-1.0,SOCIWDW12A8C13D406,6.0,0.16899999999999998,-9.843,0,0.43,137.915,0.9690000000000001,0.20626999999999998,121.274,4.0,0.384,0,1969
2,0.487356791,0.343428378,ARKRRTF1187B9984DA,0.0,0,0.0,Sonora Santanera,0.0,salsa,1.0,514953,0,0.0,0.0,0.98,0.73152,0.98,0.73152,177.47546,0.282,-1.0,SOXVLOJ12AB0189215,8.0,0.643,-9.689,1,0.565,172.304,0.48200000000000004,0.42132,100.07,1.0,0.0,0,0
3,0.630382334,0.45423115700000005,AR7G5I41187FB4CE6C,0.0,0,0.0,Adam Ant,0.0,pop rock,0.988583863,287650,0,0.0,1.0,0.017,1.30621,0.809,0.81002,233.40363,0.0,-1.0,SONHOTT12A8C13493C,0.0,0.7509999999999999,-9.013,1,0.7490000000000001,217.12400000000002,0.601,0.5625399999999999,119.29299999999999,4.0,0.0,0,1982
4,0.651045661,0.401723686,ARXR32B1187FB57099,0.0,0,0.0,Gob,0.0,pop punk,0.8872883009999999,611336,0,0.0,0.0,0.175,1.06368,0.883,0.13576,209.60608,0.066,0.604500739,SOFSOCN12A8C143F5D,2.0,0.092,-4.501,1,0.371,198.699,1.0,0.13576,129.738,4.0,0.562,0,2007
5,0.535292736,0.385470551,ARKFYS91187B98E58F,0.0,0,0.0,Jeff And Sheri Easter,0.0,southern gospel,1.0,41838,0,0.0,0.0,0.121,1.1711799999999999,0.43799999999999994,0.74856,267.7024,2.2640000000000002,-1.0,SOYMRWW12A6D4FAB14,5.0,0.635,-9.323,1,0.557,254.27,0.136,0.5392899999999999,147.782,3.0,0.45399999999999996,0,0
6,0.556495602,0.26194117699999997,ARD0S291187B9B7BF5,0.0,0,0.0,Rated R,0.0,breakbeat,1.0,25824,0,0.0,0.0,0.7090000000000001,0.27253,0.7090000000000001,0.27253,114.78159,0.096,-1.0,SOMJBYD12A6D4F8557,1.0,0.0,-17.302,1,0.0,114.78200000000001,0.467,0.05611,111.787,1.0,0.0,0,0
7,0.8011364470000001,0.6055071360000001,AR10USD1187B99F3F1,0.0,0,0.0,Tweeterfriendly Music,0.0,post-hardcore,0.999818045,8876,0,0.0,0.0,0.142,0.65428,0.23399999999999999,0.65428,189.57016000000002,0.319,-1.0,SOHKNRJ12A6701D1F8,4.0,0.0,-11.642000000000001,0,0.16,181.023,0.292,0.36129,101.43,3.0,0.408,0,0
8,0.42666785700000004,0.332275747,AR8ZCNI1187B9A069B,0.0,0,0.0,Planet P Project,0.0,new wave,0.9597662459999999,358182,0,0.0,0.0,0.8059999999999999,1.9188599999999998,0.44,1.22595,269.81832,5.3,0.26586104899999996,SOIAZJW12AB01853F1,4.0,0.7170000000000001,-13.495999999999999,1,0.652,258.99,0.121,1.22595,86.64299999999999,4.0,0.48700000000000004,0,1984
9,0.5505136979999999,0.422705641,ARNTLGG11E2835DDB9,0.0,0,0.0,Clp,0.0,breakcore,0.9156017479999999,692313,0,0.0,0.0,0.047,0.62445,1.0,0.09933,266.39628,0.084,-1.0,SOUDSGM12AC9618304,7.0,0.053,-6.697,0,0.473,261.747,1.0,0.09933,114.041,4.0,0.878,0,0
